,GPA,GREQ,GREV,GREAWA
4895,3.2,168,160,4.0
4896,-,164,156,4.5
4897,2.5,169,154,3.5
4898,2.5,169,154,3.5
4899,2.8,165,154,3.5
4900,2.5,158,148,3.5
4901,3.61,166,168,3.5
4902,3.44,168,152,3.0
4903,3.7,167,157,5.0
4904,3.2,161,156,4.5
4905,?,,,4.5
4906,3.2,161,156,4.5
4907,3.2,161,156,4.5
4908,3.1,157,147,3.5
4909,3.7,166,164,3.0
4910,3.61,164,170,5.0
4911,3.5,170,169,5.0
4912,3.87,161,146,4.0
4913,3.5,166,154,4.5
4914,3.93,166,162,4.0
4915,3.3,166,160,4.0
4916,3.3,166,160,4.0
4917,3.85,,,-
4918,3.7,160,158,3.5
4919,00.00,,,NA
4920,3.9,,,-
4921,3.807,166,167,4.0
4922,3.84,,,NA
4923,3.84,,,NA
4924,3.38,168,164,6.0
4925,3.38,168,164,6.0
4926,3.7,166,163,3.0
4927,3.2,163,156,4.0
4928,4.0,166,160,4.0
4929,3.0,158,168,3.5
4930,3.5,166,154,4.5
4931,3.9,163,154,3.5
4932,3.6,169,157,4.5
4933,NA,166,165,4.0
4934,3.5,166,167,3.0
4935,3.65,168,152,4.0
4936,3.8,166,160,3.0
4937,3.8,166,160,3.0
4938,3.8,166,160,3.0
4939,3.8,166,160,3.0
4940,3.3,166,169,4.5
4941,4.0,166,164,4.5
4942,3.8,164,168,4.0
4943,3.08,166,162,3.0
4944,3.8,170,168,5.0
4945,3.72,164,159,5.0
4946,3.7,161,160,4.5
4947,3.7,161,160,4.5
4948,3.7,161,160,4.5
4949,-,170,155,4.5
4950,-,170,155,4.5
4951,-,170,155,4.5
4952,3.57,144,170,4.0
4953,3.7,,,-
4954,3.23,,,4.0
4955,3.93,,,-
4956,3.2,159,155,4.0
4957,3.84,170,166,5.0
4958,3.54,170,154,4.0
4959,?,164,163,4.5
4960,3.22,170,160,5.5
4961,3.22,170,160,5.5
4962,3.8,,,NA
4963,3.15,166,143,3.0
4964,3.5,160,150,4.0
4965,3.05,163,155,3.5
4966,3.05,163,155,3.5
4967,2.0,164,148,3.5
4968,3.8,170,165,5.0
4969,3.92,166,167,4.5
4970,3.5,,,-
4971,3.7,168,158,5.0
4972,3.08,166,164,3.0
4973,3.69,164,150,4.0
4974,3.74,162,157,3.0
4975,3.67,166,156,3.0
4976,3.5,167,157,5.0
4977,3.8,170,170,6.0
4978,-,165,151,3.5
4979,3.8,166,150,3.0
4980,3.7,,,NA
4981,3.4,162,151,4.0
4982,3.83,166,170,5.0
4983,3.83,166,170,5.0
4984,3.83,166,170,5.0
4985,3.6,164,157,3.0
4986,-,166,165,4.0
4987,3.6,166,160,4.0
4988,-,165,151,3.5
4989,3.7,159,154,4.0
4990,3.57,169,157,4.5
4991,3.5,,,n/a
4992,3.35,166,156,3.5
4993,3.8,,,.
4994,3.25,166,161,5.0
4995,3.65,166,161,5.0
4996,3.65,166,161,5.0
4997,3.7,170,162,4.5
4998,3.5,164,169,3.5
4999,2.9,167,161,4.5
5000,3.87,,,n/a
5001,First Class Honors,170,161,4.0
5002,-,165,151,3.5
5003,3.6,168,161,5.5
5004,3.5,166,152,-
5005,N/A,,,N/A
5006,3.0,158,168,3.5
5007,3.7,166,159,3.0
5008,3.9,,,NA
5009,3.5,166,160,4.5
5010,3.807,166,167,4.0
5011,-,165,151,3.5
5012,3.45,,,na
5013,3.35,166,156,3.5
5014,3.8,166,169,4.0
5015,3.5,166,166,3.0
5016,3.5,,,N/A
5017,3.79,170,150,3.5
5018,3.79,170,150,3.5
5019,3.79,170,150,3.5
5020,3.79,170,150,3.5
5021,2.9,167,161,4.5
5022,3.97,163,152,4.0
5023,3.4,166,157,4.5
5024,3.86,166,163,3.5
5025,4.0,168,148,3.0
5026,3.42,166,154,3.0
5027,3.1,157,147,3.5
5028,3.07,168,156,3.5
5029,3.07,168,156,3.5
5030,3.79,166,158,4.0
5031,3.5,168,169,5.0
5032,3.5,168,169,5.0
5033,3.5,168,169,5.0
5034,3.5,169,168,5.0
5035,First Class,167,158,4.0
5036,3.52,166,161,5.0
5037,3.6,166,160,4.0
5038,3.6,166,158,3.0
5039,3.8,,,N/A
5040,3.8,,,N/A
5041,3.8,,,N/A
5042,3.8,,,N/A
5043,3.93,166,168,3.5
5044,3.7,166,162,3.0
5045,Upper 2nd class (Honors),164,166,5.5
5046,3.97,163,152,4.0
5047,3.55,167,154,3.0
5048,3.98,166,168,4.0
5049,3.98,166,168,4.0
5050,3.7,166,164,5.0
5051,3.65,164,158,1.5
5052,4.0,168,148,3.0
5053,3.8,170,164,4.5
5054,2.9,167,161,4.5
5055,3.4,170,169,4.5
5056,3.98,166,168,4.0
5057,3.55,170,158,3.5
5058,3.68,166,148,3.5
5059,3.94,166,168,3.0
5060,3.94,166,168,3.0
5061,3.4,170,169,4.5
5062,4.0,170,168,5.5
5063,4.0,170,168,5.5
5064,First Class,170,166,4.0
5065,3.86,166,156,3.0
5066,3.86,166,156,3.0
5067,3.68,170,162,4.0
5068,3.68,170,162,4.0
5069,3.68,170,162,4.0
5070,3.68,170,162,4.0
5071,3.77,153,170,3.5
5072,3.77,166,165,3.5
5073,-,,,-
5074,-,,,-
5075,-,,,-
5076,-,,,-
5077,3.24,164,154,4.0
5078,N/A,,,N/A
5079,3.6,169,157,4.5
5080,3.57,169,157,4.5
5081,3.6,166,160,4.0
5082,3.8,166,160,3.5
5083,3.61,166,168,3.5
5084,3.61,166,168,3.5
5085,3.3,166,169,4.5
5086,3.6,166,164,3.5
5087,3.6,166,164,3.5
5088,3.94,166,165,3.5
5089,3.93,166,162,4.0
5090,3.2,163,156,4.0
5091,3.6,170,153,4.0
5092,2.8,166,163,5.0
5093,3.8,166,162,4.5
5094,3.7,159,159,3.5
5095,4.0,166,160,4.0
5096,4.0,166,160,4.0
5097,4.0,166,160,4.0
5098,4.0,166,160,4.0
5099,4.0,166,160,4.0
5100,3.6,166,160,4.0
5101,3.3,159,154,3.0
5102,3.35,,,-
5103,3.96,170,162,4.5
5104,3.21,161,154,4.5
5105,.,,,.
5106,na,166,165,4.0
5107,3.8,166,168,5.0
5108,3.8,166,168,5.0
5109,3.8,166,168,5.0
5110,3.8,166,168,5.0
5111,3.7,166,162,3.0
5112,.,,,.
5113,3.6,166,168,5.0
5114,3.7,166,163,3.0
5115,4.0,168,148,3.0
5116,-,165,151,3.5
5117,3.97,163,152,4.0
5118,-,168,153,-
5119,3.79,170,150,3.5
5120,2.9,164,154,3.0
5121,3.5,,,N/A
5122,3.82,166,163,3.0
5123,3.82,166,163,3.0
5124,3.5,164,169,3.5
5125,3.85,166,163,3.5
5126,3.65,164,152,3.5
5127,3.65,164,152,3.5
5128,3.8,168,155,4.5
5129,3.89,165,157,5.0
5130,3.5,,,N/A
5131,3.6,166,164,3.5
5132,3.6,166,164,3.5
5133,3.6,166,164,3.5
5134,3.6,166,164,3.5
5135,3.8,170,159,4.0
5136,3.7,166,162,3.0
5137,3.75,166,167,3.5
5138,3.71,166,150,4.0
5139,3.71,166,150,4.0
5140,3.93,166,162,4.0
5141,3.93,166,162,4.0
5142,3.6,163,165,4.0
5143,3.6,163,165,4.0
5144,NA,,,-
5145,3.8,168,155,4.5
5146,3.73,165,158,4.5
5147,3.73,165,158,4.5
5148,3.85,166,163,3.5
5149,3.4,166,162,5.0
5150,3.4,166,162,5.0
5151,3.7,166,163,3.0
5152,3.8,168,155,4.5
5153,3.21,161,154,4.5
5154,3.83,166,169,3.5
5155,3.54,166,154,4.5
5156,3.3,159,154,3.0
5157,3.55,167,154,3.0
5158,Honors,163,157,4.0
5159,3.77,166,165,3.5
5160,.,167,157,5.0
5161,3.96,163,159,5.5
5162,3.85,166,163,3.5
5163,3.35,166,156,3.5
5164,3.35,166,156,3.5
5165,3.6,166,164,3.0
5166,3.5,164,160,3.0
5167,3.7,166,160,3.0
5168,3.5,166,160,3.5
5169,3.5,166,160,4.5
5170,3.98,166,168,4.0
5171,3.7,166,170,4.5
5172,3.65,162,170,5.5
5173,3.6,169,157,4.5
5174,3.96,170,162,4.5
5175,3.05,163,161,4.5
5176,3.96,163,159,5.5
5177,3.94,166,170,5.0
5178,3.96,170,162,4.5
5179,3.77,166,165,3.5
5180,3.77,166,165,3.5
5181,3.9,166,169,3.0
5182,N.A.,166,161,3.0
5183,N.A.,166,161,3.0
5184,3.7,166,164,3.0
5185,3.78,,,-
5186,3.3,166,169,4.5
5187,3.57,169,157,4.5
5188,3.15,161,147,4.0
5189,3.72,166,165,3.5
5190,3.8,170,164,4.5
5191,3.65,166,167,3.5
5192,3.15,161,147,4.0
5193,3.15,161,147,4.0
5194,4.0,158,156,4.0
5195,3.7,166,163,3.0
5196,3.86,,,-
5197,3.5,,,-
5198,3.5,,,-
5199,3.6,166,160,4.0
5200,4.0,168,148,3.0
5201,4.0,168,148,3.0
5202,4.0,168,148,3.0
5203,3.78,,,-
5204,3.4,161,164,3.0
5205,3.15,,,NA
5206,3.7,165,148,3.0
5207,3.79,170,150,3.5
5208,3.8,166,166,5.0
5209,3.9,166,168,3.0
5210,3.8,166,168,3.0
5211,3.7,165,148,3.0
5212,3.7,166,160,3.0
5213,2.9,167,161,4.5
5214,3.6,163,165,4.0
5215,3.6,163,165,4.0
5216,3.86,166,163,3.5
5217,3.47,161,152,3.0
5218,-,,,-
5219,3.08,166,164,3.0
5220,3.6,,,-
5221,3.6,166,158,3.5
5222,3.97,163,152,4.0
5223,3.92,,,n/a
5224,3.4,170,169,4.5
5225,-,,,-
5226,3.7,166,160,3.0
5227,3.47,161,152,3.0
5228,3.38,168,164,6.0
5229,3.94,166,165,3.5
5230,3.52,166,156,4.0
5231,3.87,166,162,3.5
5232,3.98,166,168,4.0
5233,-,,,-
5234,3.7,166,163,3.0
5235,3.94,166,165,3.5
5236,.,,,.
5237,.,,,.
5238,3.7,166,164,3.0
5239,3.7,165,160,4.5
5240,3.7,165,160,4.5
5241,3.93,167,155,4.5
5242,3.9,166,168,3.5
5243,3.9,166,168,3.5
5244,3.93,166,168,3.5
5245,3.93,166,168,3.5
5246,3.72,166,165,4.0
5247,3.95,161,152,3.5
5248,3.8,166,167,3.0
5249,3.6,,,NA
5250,3.65,168,152,4.0
5251,3.5,,,-
5252,3.5,,,-
5253,3.5,,,-
5254,3.31,161,167,4.0
5255,3.8,163,156,4.0
5256,3.39,,,NA
5257,3.6,164,163,4.5
5258,3.50,166,160,4.0
5259,3.50,166,160,4.0
5260,3.8,159,159,3.5
5261,3.57,,,-
5262,3.5,166,165,3.5
5263,3.5,166,165,3.5
5264,1st class Hons,166,154,4.5
5265,1st class,166,154,4.0
5266,1st class Honors,166,154,4.5
5267,3.72,164,155,4.0
5268,3.72,164,157,5.0
5269,3.6,165,155,4.5
5270,2.96,164,156,3.0
5271,3.6,166,161,5.0
5272,3.89,165,157,5.0
5273,3.67,166,156,3.0
5274,3.47,161,152,3.0
5275,3.77,159,154,4.0
5276,3.77,159,154,4.0
5277,3.7,166,164,3.0
5278,3.35,166,156,3.5
5279,3.5,166,162,4.5
5280,4.0,166,165,3.0
5281,3.87,166,162,3.0
5282,3.4,165,161,4.5
5283,3.3,166,169,4.5
5284,3.05,159,156,3.0
5285,3.2,163,158,3.0
5286,3.6,166,160,4.0
5287,3.76,166,164,5.0
5288,3.87,166,162,3.0
5289,3.87,166,162,3.0
5290,3.0,158,168,3.5
5291,3.8,166,160,3.0
5292,2.9,167,161,4.5
5293,3.54,170,154,4.0
5294,4.0,166,164,3.5
5295,3.7,164,150,4.0
5296,3.7,164,150,4.0
5297,3.7,164,150,4.0
5298,3.7,164,150,4.0
5299,3.7,164,150,4.0
5300,3.0,170,164,5.5
5301,3.82,166,163,3.0
5302,3.77,166,165,3.5
5303,3.94,166,165,3.5
5304,3.7,166,168,4.0
5305,3.8,166,160,3.0
5306,3.3,166,169,4.5
5307,3.96,166,167,3.5
5308,3.4,170,169,4.5
5309,3.61,166,166,5.0
5310,3.9,168,160,4.0
5311,3.7,159,154,4.0
5312,na,,,na
5313,3.67,166,161,4.0
5314,3.67,166,161,4.0
5315,4.0,164,164,4.5
5316,3.5,170,159,4.5
5317,3.7,166,162,5.0
5318,3.4,166,154,3.0
5319,3.4,170,154,3.0
5320,3.4,166,154,3.0
5321,3.4,166,154,3.0
5322,3.4,166,154,3.0
5323,3.4,166,154,3.0
5324,3.4,166,154,3.0
5325,3.4,166,154,3.0
5326,3.91,166,166,3.0
5327,3.91,166,166,3.0
5328,3.84,166,164,3.0
5329,3.72,164,157,5.0
5330,3.72,164,157,5.0
5331,3.72,164,157,5.0
5332,3.9,169,158,4.0
5333,3.1,170,158,3.5
5334,3.15,161,147,4.0
5335,3.7,166,163,3.0
5336,3.65,168,152,4.0
5337,3.65,168,152,4.0
5338,3.71,158,170,3.0
5339,-,166,165,4.0
5340,3.08,166,164,3.0
5341,.,166,,.
5342,2.8,166,158,3.5
5343,3.47,161,152,3.0
5344,3.7,165,148,3.0
5345,3.70,169,149,4.0
5346,3.4,165,149,4.0
5347,3.62,165,155,4.0
5348,-,,,-
5349,3.65,166,167,3.5
5350,3.65,166,167,3.5
5351,3.65,166,167,3.5
5352,3.3,150,163,6.0
5353,-,166,165,4.0
5354,3.96,170,162,4.5
5355,3.7,166,156,4.0
5356,3.55,167,154,3.0
5357,3.9,166,158,4.5
5358,3.94,166,168,3.0
5359,3.89,166,166,3.0
5360,3.94,166,168,3.0
5361,3.89,166,166,3.0
5362,3.6,163,165,4.0
5363,3.6,163,165,4.0
5364,-,166,165,4.0
5365,-,166,165,4.0
5366,3.7,166,164,3.0
5367,.,,,.
5368,3.65,168,152,4.0
5369,.,,,.
5370,.,,,.
5371,3.86,166,163,3.5
5372,4.0,166,159,3.0
5373,3.7,166,168,4.0
5374,3.7,166,168,4.0
5375,3.67,,,-
5376,3.8,,,N/A
5377,3.7,166,164,3.0
5378,3.92,166,164,4.5
5379,3.83,166,169,3.5
5380,3.77,166,165,3.5
5381,3.6,166,164,3.5
5382,3.79,166,160,3.5
5383,3.7,159,159,3.5
5384,3.92,167,155,4.5
5385,3.92,166,168,3.0
5386,3.7,161,160,4.5
5387,3.6,166,164,3.5
5388,3.35,166,156,3.5
5389,3.88,,,N/A
5390,na,166,165,4.0
5391,3.44,168,150,3.0
5392,3.2,164,148,3.5
5393,3.8,170,152,3.5
5394,3.8,166,169,4.0
5395,3.48,166,164,3.5
5396,3.94,166,165,3.5
5397,-,,,-
5398,3.72,167,160,4.0
5399,3.85,166,163,3.5
5400,3.54,166,154,4.5
5401,3.08,166,164,3.0
5402,3.7,165,158,4.0
5403,3.82,166,163,3.0
5404,3.6,166,161,4.0
5405,3.57,166,161,4.0
5406,3.6,166,161,4.0
5407,3.6,166,161,4.0
5408,3.67,169,154,4.0
5409,3.1,155,152,3.5
5410,2.9,155,152,3.5
5411,3.6,169,157,4.5
5412,3.55,167,154,3.0
5413,na,166,165,4.0
5414,3.93,166,162,4.0
5415,3.7,166,164,N/A
5416,3.9,169,158,4.0
5417,3.9,169,158,4.0
5418,3.55,167,154,3.0
5419,3.4,170,169,4.5
5420,3.6,166,164,3.5
5421,3.98,166,168,4.0
5422,3.77,166,165,3.5
5423,3.94,166,165,3.5
5424,3.82,166,163,3.0
5425,3.75,165,161,4.5
5426,1st Class,,,-
5427,3.2,166,162,4.0
5428,1st class Honors,166,154,4.5
5429,3.83,166,169,3.5
5430,3.7,166,162,3.0
5431,3.61,166,168,3.5
5432,3.7,166,168,4.0
5433,3.7,166,168,4.0
5434,3.93,166,162,4.0
5435,3.93,166,162,4.0
5436,Honors,163,157,4.0
5437,3.47,,,NA
5438,3.8,,,-
5439,3.8,166,160,3.0
5440,3.4,166,162,5.0
5441,3.89,166,166,3.0
5442,3.57,166,154,3.5
5443,3.8,170,164,4.5
5444,3.94,166,164,3.5
5445,3.94,166,164,3.5
5446,3.67,166,159,3.5
5447,3.8,,,na
5448,3.8,,,N/A
5449,3.31,,,-
5450,3.98,166,170,4.0
5451,3.7,165,148,3.0
5452,3.96,,,none
5453,3.95,162,155,4.5
5454,3.92,166,168,3.0
5455,3.6,166,164,3.5
5456,3.6,166,164,3.5
5457,3.6,166,168,5.0
5458,3.82,,,-
5459,3.82,,,-
5460,1st class Honors,166,154,4.5
5461,3.65,166,163,3.0
5462,4.0,166,164,3.5
5463,3.93,166,168,3.5
5464,3.8,166,169,4.0
5465,3.57,166,154,3.5
5466,3.9,160,161,4.5
5467,3.8,168,158,4.0
5468,3.47,161,152,3.0
5469,3.8,166,164,3.0
5470,3.9,163,166,4.5
5471,4.0,166,159,3.0
5472,-,166,161,3.0
5473,3.47,166,164,3.5
5474,3.72,164,155,4.0
5475,3.45,166,152,4.0
5476,3.4,170,169,4.5
5477,3.6,166,165,4.0
5478,3.22,170,160,5.5
5479,3.8,170,165,5.0
5480,3.48,166,164,3.5
5481,3.73,165,158,4.5
5482,3.73,165,158,4.5
5483,3.73,165,158,4.5
5484,3.73,165,158,4.5
5485,3.8,166,166,3.0
5486,3.15,166,164,6.0
5487,3.1,163,163,4.0
5488,-,166,161,3.0
5489,-,166,161,3.0
5490,3.77,166,165,3.5
5491,3.8,163,161,4.5
5492,-,,,-
5493,3.7,159,154,4.0
5494,3.94,166,168,3.0
5495,3.94,166,168,3.0
5496,3.92,167,155,4.5
5497,3.92,166,168,3.0
5498,3.7,166,164,3.0
5499,3.6,166,160,3.5
5500,2.9,167,161,4.5
5501,3.45,166,152,4.0
5502,3.45,166,152,4.0
5503,3.45,166,152,4.0
5504,3.5,163,162,5.0
5505,3.5,163,162,5.0
5506,2.9,166,157,3.5
5507,3.96,164,165,4.0
5508,3.96,164,165,4.0
5509,3.96,164,165,4.0
5510,3.98,166,168,4.0
5511,3.7,166,156,3.0
5512,3.62,,,-
5513,4.0,166,167,5.0
5514,3.74,167,160,4.0
5515,3.74,167,160,4.0
5516,3.74,167,160,4.0
5517,3.7,161,160,4.5
5518,3.67,166,156,3.0
5519,3.5,166,160,3.5
5520,3.4,161,162,4.0
5521,3.98,166,168,4.0
5522,3.71,166,169,3.0
5523,4.0,170,168,5.5
5524,4.0,170,168,5.5
5525,3.35,166,156,3.5
5526,3.8,166,160,3.5
5527,3.67,166,165,3.0
5528,3.9,166,168,3.0
5529,3.8,166,170,5.0
5530,3.8,166,160,3.0
5531,3.6,166,160,4.0
5532,3.2,164,148,3.5
5533,3.2,164,148,3.5
5534,3.47,161,152,3.0
5535,3.71,166,169,3.0
5536,3.71,166,169,3.0
5537,3.98,166,167,3.5
5538,3.74,166,164,4.0
5539,2.9,167,161,4.5
5540,3.15,166,143,3.0
5541,3.73,166,164,4.0
5542,3.73,166,164,4.0
5543,3.6,166,170,3.5
5544,3.40,166,168,3.0
5545,3.95,162,155,4.5
5546,3.21,161,154,4.5
5547,3.92,166,170,3.5
5548,3.7,161,160,4.5
5549,3.55,167,154,3.0
5550,3.8,170,165,5.0
5551,3.0,170,164,5.0
5552,3.87,161,146,4.0
5553,3.8,166,166,3.5
5554,3.7,166,160,3.0
5555,3.5,167,164,5.0
5556,3.3,166,169,4.5
5557,4.0,166,159,3.0
5558,3.7,165,148,3.0
5559,3.55,167,154,3.0
5560,3.5,167,164,5.0
5561,3.7,161,160,4.5
5562,3.7,161,160,4.5
5563,3.65,166,163,3.0
5564,3.6,166,164,3.5
5565,3.5,170,156,4.5
5566,3.87,166,159,3.0
5567,3.8,166,168,4.0
5568,3.8,166,160,3.5
5569,3.78,166,164,5.0
5570,3.54,166,154,4.5
5571,3.94,166,165,3.5
5572,3.95,162,155,4.5
5573,3.25,166,161,5.0
5574,3.85,166,163,3.5
5575,3.54,170,154,4.0
5576,3.7,166,162,3.0
5577,3.9,163,153,3.5
5578,4.0,169,149,4.0
5579,3.66,166,154,3.0
5580,4.0,166,164,3.5
5581,3.08,166,164,3.0
5582,3.66,166,168,4.5
5583,3.7,166,162,3.0
5584,3.93,166,168,3.5
5585,3.7,165,158,4.0
5586,3.57,169,157,4.5
5587,3.22,170,160,5.5
5588,3.22,170,160,5.5
5589,3.9,164,159,4.5
5590,3.7,166,163,4.5
5591,3.93,166,168,3.5
5592,3.6,166,170,3.5
5593,3.76,,,-
5594,1st class Honors,166,154,4.5
5595,3.48,166,164,3.5
5596,3.6,166,160,4.0
5597,3.5,170,159,4.5
5598,3.6,166,160,4.0
5599,3.6,166,160,4.0
5600,3.68,166,149,3.0
5601,3.68,165,163,4.5
5602,3.68,165,163,4.5
5603,3.6,153,170,4.0
5604,-,,,-
5605,3.38,168,164,6.0
5606,3.99,166,166,3.5
5607,3.99,166,166,3.5
5608,3.85,166,164,3.5
5609,3.78,,,-
5610,3.78,,,-
5611,3.8,170,165,5.0
5612,3.76,,,-
5613,3.76,,,-
5614,-,170,156,4.5
5615,3.7,166,163,3.0
5616,3.5,167,164,5.0
5617,3.55,167,154,3.0
5618,3.9,170,162,5.0
5619,3.7,165,148,3.0
5620,3.7,165,148,3.0
5621,3.9,168,160,4.0
5622,3.8,,,n/a
5623,3.8,,,N/A
5624,3.6,170,153,4.0
5625,3.93,166,165,5.0
5626,3.67,166,162,3.0
5627,2.9,167,161,4.5
5628,3.94,166,168,3.0
5629,3.4,170,169,4.5
5630,3.60,166,165,4.0
5631,3.95,162,159,4.5
5632,3.8,,,-
5633,3.96,166,162,5.0
5634,3.96,167,168,5.5
5635,3.55,167,154,3.0
5636,3.8,,,N/A
5637,3.8,164,152,5.5
5638,3.75,165,161,4.0
5639,3.7,166,162,3.0
5640,3.08,166,164,3.0
5641,3.45,168,164,4.5
5642,3.86,,,N/A
5643,3.95,162,155,4.5
5644,3.5,167,164,5.0
5645,3.82,166,154,3.0
5646,3.82,166,163,3.0
5647,3.4,166,160,5.0
5648,3.7,161,160,4.5
5649,3.40,166,168,3.0
5650,3.40,166,169,3.0
5651,3.7,165,158,4.0
5652,3.7,166,169,4.0
5653,3.7,166,156,4.5
5654,3.5,170,156,4.5
5655,3.4,170,169,4.5
5656,3.65,166,167,3.5
5657,3.65,166,167,3.5
5658,3.5,167,164,5.0
5659,3.7,166,154,4.0
5660,3.7,166,154,4.0
5661,3.52,169,147,3.5
5662,3.9,165,161,4.5
5663,3.9,165,161,4.5
5664,3.62,164,155,3.5
5665,3.62,164,155,3.5
5666,3.62,164,155,3.5
5667,3.62,164,155,3.5
5668,3.62,164,155,3.5
5669,3.62,164,155,3.5
5670,3.62,164,155,3.5
5671,3.65,164,155,3.5
5672,3.62,164,155,3.5
5673,3.62,164,155,3.5
5674,3.96,161,153,4.0
5675,3.86,166,147,4.5
5676,3.1,166,143,3.0
5677,3.25,166,145,3.5
5678,3.7,164,160,4.0
5679,3.7,164,160,4.0
5680,3.7,164,160,4.0
5681,3.7,164,160,4.0
5682,3.7,164,160,4.0
5683,3.7,164,160,4.0
5684,3.72,164,160,4.0
5685,3.2,168,155,3.5
5686,3.7,166,168,4.0
5687,3.15,166,143,3.5
5688,3.54,166,161,3.5
5689,3.54,166,161,3.5
5690,3.54,166,161,3.5
5691,3.54,166,161,3.5
5692,3.68,166,170,5.0
5693,3.68,166,170,5.0
5694,3.5,170,159,4.5
5695,3.7,166,163,4.5
5696,3.7,166,163,4.5
5697,3.6,166,154,4.5
5698,3.5,166,162,3.5
5699,3.8,166,169,4.0
5700,3.4,166,162,5.0
5701,3.87,168,168,6.0
5702,3.87,168,168,6.0
5703,3.7,159,159,3.5
5704,3.9,164,158,5.5
5705,3.9,164,158,5.5
5706,3.9,164,158,5.5
5707,3.9,164,158,5.5
5708,3.9,164,158,5.5
5709,3.54,166,161,3.5
5710,4.0,166,164,5.5
5711,3.62,166,160,4.0
5712,3.68,166,170,5.0
5713,3.89,166,168,4.5
5714,3.74,166,160,5.0
5715,3.74,166,160,5.0
5716,3.94,166,165,3.5
5717,4.0,170,168,5.5
5718,3.93,166,165,5.0
5719,3.7,166,170,3.0
5720,3.7,161,160,4.5
5721,3.6,170,153,4.0
5722,3.6,170,153,4.0
5723,3.6,170,153,4.0
5724,3.46,163,152,3.5
5725,3.46,163,152,3.5
5726,3.82,166,164,3.0
5727,3.93,166,165,5.0
5728,3.5,166,168,4.5
5729,3.47,166,164,3.5
5730,3.4,165,163,4.5
5731,3.95,162,155,4.5
5732,3.48,166,164,3.5
5733,.,,,.
5734,3.8,166,160,3.5
5735,3.1,166,156,3.5
5736,3.8,164,163,5.0
5737,4.0,166,164,5.5
5738,2.9,167,161,4.5
5739,3.6,166,160,4.0
5740,3.8,166,167,3.5
5741,3.54,166,161,3.5
5742,3.68,166,170,5.0
5743,3.94,166,165,3.5
5744,Class 1,167,157,5.5
5745,na,166,165,4.0
5746,3.94,166,168,3.0
5747,3.7,166,166,3.5
5748,4.0,166,170,5.5
5749,3.86,,,N/A
5750,3.8,166,169,4.0
5751,3.7,166,160,3.0
5752,3.6,169,157,4.5
5753,3.5,167,164,5.0
5754,3.55,167,154,3.0
5755,3.7,166,162,3.0
5756,?,,,?
5757,3.74,166,158,3.5
5758,3.21,161,154,4.5
5759,-,,,-
5760,3.8,166,160,3.0
5761,3.7,166,154,3.0
5762,3.91,168,152,4.5
5763,3.75,166,161,4.5
5764,3.05,166,165,4.0
5765,3.08,166,164,4.0
5766,3.6,166,160,4.0
5767,3.47,166,164,3.5
5768,2.9,168,152,4.5
5769,3.4,166,162,5.0
5770,3.6,164,162,4.5
5771,3.38,166,158,4.5
5772,3.9,166,159,4.5
5773,3.5,166,164,4.0
5774,2.9,158,156,5.0
5775,3.6,166,160,4.0
5776,3.21,161,154,4.5
5777,3.7,164,160,4.5
5778,3.7,164,160,4.5
5779,3.7,161,160,4.5
5780,3.8,166,163,4.5
5781,3.92,166,170,3.5
5782,3.94,166,165,3.5
5783,n/a,159,,n/a
5784,3.48,166,164,3.5
5785,3.48,166,164,3.5
5786,3.95,162,155,4.5
5787,3.74,167,160,4.0
5788,3.6,166,158,3.5
5789,3.68,166,163,3.0
5790,3.78,166,164,5.0
5791,3.7,159,159,3.5
5792,3.7,159,159,3.5
5793,3.7,159,159,3.5
5794,3.35,166,156,3.5
5795,3.21,161,154,4.5
5796,3.8,166,169,4.0
5797,3.1,,,n/a
5798,3.7,166,162,3.0
5799,3.3,166,152,3.5
5800,3.83,166,169,3.5
5801,3.4,166,154,3.0
5802,3.99,164,164,3.5
5803,3.6,,,-
5804,3.65,166,160,4.0
5805,3.65,166,160,4.0
5806,3.65,166,160,4.0
5807,3.65,166,160,4.0
5808,3.65,166,160,4.0
5809,3.94,165,160,4.5
5810,3.57,169,157,4.5
5811,3.3,166,152,3.5
5812,3.6,166,160,4.0
5813,3.6,166,160,4.0
5814,3.6,166,160,4.0
5815,3.6,166,160,4.0
5816,3.6,166,160,4.0
5817,3.6,166,160,4.0
5818,2.9,166,165,4.0
5819,,,,
5820,3.7,166,160,3.0
5821,,,,
5822,,166,158,4.0
5823,,166,158,4.0
5824,3.5,167,164,5.0
5825,3.5,167,164,5.0
5826,3.5,167,164,5.0
5827,3.5,167,164,5.0
5828,,,,
5829,,,,
5830,,,,
5831,,,,
5832,,,,
5833,3.7,166,163,3.0
5834,3.79,164,164,4.0
5835,,,,
5836,,,,
5837,,,,
5838,4.0,164,162,4.5
5839,,,,
5840,,,,
5841,3.82,161,164,3.5
5842,3.82,161,164,3.5
5843,,,,
5844,3.4,166,168,4.0
5845,3.4,166,168,4.0
5846,3.58,166,165,4.5
5847,3.58,166,165,4.5
5848,3.58,166,165,4.5
5849,,,,
5850,3.6,164,163,4.5
5851,3.6,166,162,3.5
5852,3.9,166,159,4.5
5853,3.9,166,159,4.5
5854,3.9,166,159,4.5
5855,3.9,166,159,4.5
5856,,,,
5857,,,,
5858,,,,
5859,,,,
5860,,,,
5861,,,,
5862,3.8,166,156,4.5
